ph,hardness,tds,cl,thm,sulfate,conduct,carbon,turbid,consume
7.061830972,215.946322,24991.76602,9.138390839,64.02559032,321.4733596,431.4246894,12.95044416,4.299018587,0
10.5779305,278.0363603,28652.1433,2.785718426,65.19987816,379.2774952,334.2116689,15.01189262,3.051607724,0
,215.9665791,21852.43794,7.457514884,76.53880284,283.7558239,364.7010954,11.38320988,5.076362464,1
,169.974849,23403.6373,8.519729851,50.86191298,,475.5735624,12.92410682,2.747312999,1
9.961503137,276.6997645,18743.22249,9.160739639,93.74033372,361.2211655,457.5515592,21.56448866,5.215590495,0
8.999498939,234.835477,20933.51275,7.980450812,54.40470364,365.0609657,444.0770167,12.16876368,3.695084055,0
6.601407395,205.6210217,19635.58825,7.173229426,57.35634746,344.0344608,430.5598517,12.17205261,3.973576406,0
6.901710203,173.1539151,10323.95784,7.436807556,36.75189767,376.811708,538.620787,10.40197297,3.035670597,0
4.319440673,186.0561786,30565.57839,9.811168422,,276.833932,282.6874021,13.448689,3.241972101,0
7.274212567,197.6609485,27198.43259,7.797840028,66.60889106,304.8499788,300.0199103,14.61160015,4.7102563,1
8.33951161,202.2016242,21295.74988,5.618116053,81.31532668,,428.9503288,15.49138749,4.827704247,0
7.15905299,161.4787104,25591.84098,10.189528,51.18831727,367.5963965,330.5504527,15.44784173,4.291668967,1
5.082241432,191.767047,17739.19896,9.111721943,88.89255531,309.7875155,413.1586361,12.30710887,5.056378662,0
3.678431807,187.4967036,23103.41044,7.145144826,67.45618011,,350.5404796,10.1400683,4.480108576,0
8.461330874,212.5813664,34406.77645,8.679151556,,384.8553815,477.3433686,13.80171218,3.771944146,0
6.823930137,146.1305994,13467.87978,6.423224369,81.52953366,289.5764597,412.8405064,14.30768668,4.016144076,0
,155.6757769,52060.2268,2.577555273,48.25430719,365.0809633,323.0010364,14.16660236,2.000757032,1
7.146976296,196.5626846,16911.20377,6.89050548,66.81417649,320.1008753,520.1113582,12.85423898,4.025762216,1
,209.7519548,20214.21655,6.045077938,72.73520686,323.7883827,539.4647234,20.27898974,4.258488737,1
9.723377231,190.8974211,9076.646483,9.75208796,62.82668747,357.3847087,443.0374169,13.3078238,4.072063353,1
7.02729686,185.8386714,31151.61518,7.625545081,80.69356765,327.2217336,398.7050168,19.46146351,3.392666423,1
5.757088957,148.9891464,32415.73362,9.178560477,42.21884487,319.2229356,407.7417133,12.12095586,3.730185467,1
9.00258311,202.9907653,19523.12486,7.244753274,55.69739952,330.3615123,366.4917287,15.68940449,4.904837415,0
,195.5409669,4142.499001,9.89270344,,462.474215,435.418245,15.84604761,3.612918763,1
9.011480407,167.9189217,34865.35768,3.139552658,50.52655122,400.6917743,385.4096085,16.57419003,4.270801389,0
8.285395275,196.5520678,19096.82237,7.357857255,73.18701323,342.936881,388.941163,14.15147307,5.438487907,0
,191.1504794,23172.28151,7.132153668,69.07443757,290.7091699,365.1405794,12.67950093,4.018446539,0
5.327023534,233.140588,13580.61848,7.362410883,55.23227137,356.4202709,438.5534987,10.04977199,4.855821251,1
9.624726886,217.3727797,25175.75416,9.883945512,85.8402577,329.1744541,394.0548353,20.27757141,2.615257476,1
,210.9797468,21174.40848,7.618884588,90.25245504,,572.7434072,15.11084889,4.217553378,0
,190.2673674,15255.11526,7.597687574,68.94488848,366.1923267,418.4767415,13.31272274,3.796737486,1
7.553844615,212.2644411,14319.40137,5.793011891,,362.8526538,450.5359095,18.17648296,4.37456385,1
4.439095783,190.1534488,20864.34047,2.386653494,63.36308248,,515.6312051,18.08100298,3.844230761,1
5.018132384,169.3972377,29072.03812,10.71147541,23.79295047,297.0132721,467.2180731,15.91376093,4.286478967,0
6.916825973,210.8604386,29263.55407,6.011610979,77.07978001,252.2313296,392.3635858,12.89221011,4.598622246,1
6.20801554,153.2211063,17358.79637,8.214938853,62.71819917,328.282029,481.1956735,14.27409228,4.334615732,0
7.262534652,212.5213079,38713.11269,5.837807201,70.30074088,262.0950222,332.4252243,14.09878574,4.846359372,0
6.234197672,227.5608668,22195.21038,9.455598356,63.16396948,,351.1801006,13.039764,3.885492316,0
6.467868302,236.6946481,7656.413248,9.840948554,54.64117553,214.4608338,356.3478419,14.41273359,2.861063943,0
5.626339528,230.8579828,14442.41888,5.210368684,43.19518163,,346.5532064,11.36870244,1.943318777,1
,215.4319194,19909.93885,6.902628165,85.2671816,299.0864179,371.4829107,10.7663492,4.592537979,0
8.860450854,193.7431052,24085.11214,6.183109518,81.33933981,,526.7049237,9.901327632,4.677713327,1
5.9159443,274.2636179,6967.735565,10.06943454,39.44859287,247.6457432,321.236814,12.09216676,2.585849315,0
8.043889299,169.6882249,8896.195118,7.837861189,76.33424712,328.9398171,430.8368251,12.26349197,3.15994937,0
7.476689512,162.0087031,22171.3189,9.611598558,82.86176424,,401.2348152,14.99374006,4.195539286,1
6.406797813,182.8851372,17851.06402,7.462757885,64.07023584,332.4867311,398.7797464,17.30161654,4.573968265,0
3.989032078,216.0761379,40175.20609,7.487422757,86.95746387,309.8007964,399.0471809,11.18673889,4.409414176,0
4.886057057,272.9203851,15496.61172,6.985179147,79.597988,266.5622105,569.5812878,17.30153609,3.079373114,0
9.00435217,222.4897832,16544.8275,6.124095174,67.26466878,,411.1936211,16.03691425,3.527893471,0
6.867301322,174.1849764,24112.15347,5.529942236,65.30441362,297.6555749,484.1229389,11.482687,3.82359504,0
7.089184187,179.0458381,21065.66366,7.471614406,85.24117892,377.7780241,571.5755053,12.62310429,3.266028512,1
6.784116115,189.6083467,12736.865,5.935771844,76.62148876,,480.308581,20.60640864,4.072186608,0
7.038347517,199.5979428,23951.10599,8.229992839,63.92555422,320.4837541,419.6622002,11.96407193,4.575578405,0
5.202672013,195.3296887,23051.44186,6.959567222,49.52233028,245.7289485,473.548484,11.65919622,3.927980576,0
7.399811394,229.7762645,28630.95442,8.711705729,78.57644087,302.3157593,437.3669088,11.92755244,3.803723818,0
4.758648347,203.5378325,23603.06542,7.667128479,85.9166662,324.0843341,288.9124568,18.06495658,4.405508764,0
7.496232208,205.3449822,28388.00489,5.072557774,70.30021265,,444.6453523,13.2283111,4.777382337,0
5.555352973,154.3006837,20503.43005,9.644996548,75.14036171,313.4702967,355.2069685,18.46869035,4.536145914,0
9.130828108,209.7430438,11643.66348,6.594682307,67.5282879,326.3945768,509.6617816,11.27406477,3.074134305,0
10.53809844,200.1398287,13867.2442,7.365015093,72.73063948,409.4467298,340.8088228,17.07312308,3.823092676,1
7.591089848,195.6658004,17444.6714,5.307070876,85.77578436,,517.2033081,14.79955298,4.531196013,1
6.174884306,193.0279603,23006.24222,8.098312326,78.32522668,340.2533542,297.1126211,13.47515849,3.623297793,0
8.543216837,183.9078604,33037.35339,2.726765626,68.18322677,358.5564707,631.4986231,17.33315332,2.847875248,0
7.445189293,225.3977869,24741.535,9.248499178,87.08391927,,402.115616,15.53597901,3.637894581,0
8.331553235,238.9924141,11635.77208,3.923239294,,276.4022799,406.2451288,15.4107638,2.69238888,0
6.701940912,168.7454144,17176.87895,6.390966016,52.11270716,330.6747287,404.9307263,10.82784022,4.179449581,1
5.152203722,207.2992598,27000.10688,6.691806012,49.85296456,,350.0049779,12.49050929,4.689842818,0
5.895145558,192.0413691,14704.90625,7.90576867,44.88759754,305.8077374,429.7662233,15.01813769,5.075214288,0
5.548181849,204.2598994,39997.7837,7.027226156,41.95229157,319.2029353,431.9724289,15.4003962,3.945460484,0
7.183825723,261.8507998,14100.96899,9.008495194,82.0251158,358.7247021,290.4238384,17.14990713,4.597165512,0
,232.9432383,8729.096217,5.885992174,69.72391203,,400.5176612,8.772738387,3.399725616,1
9.004680613,173.7393301,28311.29184,8.475083371,37.76479828,,531.5214444,12.83881282,3.775014984,1
,183.2199042,20311.40247,6.790897373,71.70459492,381.4590235,344.967064,11.13845911,3.887361927,0
8.28876546,211.4527443,11234.04147,6.385510464,62.9999989,360.8433115,525.0886107,15.0985705,3.580523461,0
7.12771121,173.6901017,19309.57045,6.533392203,88.79092693,372.5372252,295.3858255,7.273399392,3.396184931,0
,225.7541094,28194.45265,5.892829994,103.9125476,366.2015834,418.272901,17.30683171,3.855894987,1
8.592417714,228.6760357,33013.47977,8.17235627,,,328.5584399,17.12815459,3.701287942,1
7.830607591,213.2492578,18821.38961,6.475112719,55.90576965,316.5724147,405.2787385,16.87239534,3.551568013,1
7.945407487,211.8000845,15938.28644,6.636454141,40.23382298,385.6527296,392.1660879,9.619021313,5.428916724,0
9.241338767,157.9274924,31598.53638,6.778054104,93.87169224,,464.0254828,12.05362721,3.842577604,1
6.164927293,206.0405843,22805.6115,4.39883127,61.72587637,,409.3576794,16.89572509,4.169660978,1
,229.7253484,22444.55941,5.702174923,34.24621224,320.9900505,389.0308888,15.501543,3.85115424,0
6.36729853,183.789491,11619.7097,6.035221327,73.25922077,343.8280153,362.7754392,16.64369604,2.61476606,0
7.247700982,210.2708051,31561.95553,9.080905701,73.62924019,,558.5264708,13.41520457,3.319952678,0
9.074922874,184.9150548,21633.72173,7.42738062,,394.1965212,339.3553332,6.658138625,3.84047901,0
8.167767663,144.9029318,36185.67854,4.545520137,,297.9602299,605.4588934,20.22207487,3.41068554,1
6.419772474,208.7602476,30759.68144,7.767863487,,,523.6001756,20.23252348,3.095233157,0
6.493764175,205.1505644,19821.33837,6.344963412,89.47771837,298.3799764,482.5957093,12.16473568,4.910911021,0
7.86978187,184.0661691,18608.6563,7.411034745,0.738,,364.5776035,17.58072563,4.219575578,0
4.487517479,199.0514027,36860.4689,9.751560797,75.66878452,338.0494275,390.5669453,8.123470112,2.765722248,0
,175.588146,17092.22583,7.338416847,52.36344174,323.1541152,491.7281423,11.70595337,4.31606325,0
9.032563451,156.265649,24897.55703,7.639633915,62.50210844,416.5305327,342.7460401,13.59956437,3.626135878,0
5.772718095,213.3635446,26124.93141,8.630718965,59.96433443,273.2794477,465.5592858,8.006207774,6.494249467,1
6.405392482,183.867245,20526.30684,8.450272355,69.05413814,366.1766336,548.6377021,13.44879664,4.531920781,1
8.281120655,227.6543506,17995.40522,7.493278655,16.2915046,323.3799873,459.8655118,14.36366131,3.687995064,0
3.102075565,198.4886506,45148.80812,7.821650423,54.5742543,324.6440796,427.2167645,15.53012278,4.248075369,0
9.352719753,207.4651604,23558.55475,6.504916049,,346.5165347,420.5945919,10.98668253,3.398264165,1
6.320427823,210.3100428,11682.22932,6.968422638,62.96046258,311.7778219,375.9645578,11.973422,4.553380743,1
12.24692807,217.3680142,11318.14056,8.465160384,73.83240481,375.8947584,347.6530538,9.762504595,3.533243425,0
5.53953369,200.7116811,21021.41826,9.827309049,67.16981627,390.5541558,437.3416552,14.9558904,3.755660187,1
4.303574607,227.0070858,7323.302301,7.490508409,68.74891759,326.6951985,412.8964036,12.90673002,2.010537157,1
8.805177745,157.2319816,4728.650671,8.848262224,61.64059674,356.7736375,299.2797747,9.439925286,5.176205069,0
8.466013448,224.1749356,22523.12455,6.668868088,77.81780421,286.9439221,330.0447146,17.74409576,3.94662054,0
7.226592711,207.8322291,22097.41322,5.862717274,66.86414033,354.708382,353.6540461,10.40105631,4.337116899,1
3.928556492,191.6659977,17328.16146,7.692417174,45.48073806,306.4795583,406.0856141,9.57860245,5.060835979,0
4.979468811,240.8134746,24167.84288,5.59383042,62.41952929,,398.0289609,6.091226588,3.439021651,1
8.927905926,188.0544191,22139.87885,4.25272141,92.82832061,376.3345659,438.515587,8.597973316,5.474354698,0
5.739816333,189.8277886,15825.44032,8.110140337,81.37390676,313.0573324,425.0167571,14.89918076,2.722571208,0
,143.4537313,19942.27322,5.890754583,53.12409422,,427.1306715,22.46989199,2.907563915,0
8.430471662,195.7172935,35254.02605,6.703538564,46.48794951,314.7278355,282.5999184,12.26917795,3.253920433,1
8.649534947,175.4266698,9898.022209,6.048403825,,336.477616,410.625098,10.06925422,5.229809193,0
6.223677775,238.0842107,22423.49521,9.3367738,80.77427549,,474.6653317,14.02776594,3.919575057,0
7.593176933,201.0687365,19214.18636,7.71011997,74.67398585,351.3860801,451.2114486,4.371898608,3.542092644,0
9.045720545,222.1841691,22829.11084,7.609833076,44.55526428,293.0624593,558.7478629,15.35758277,4.213700444,0
9.058628424,155.3575571,15737.46894,7.251978855,83.17518934,343.233977,463.389256,17.85447002,3.65213447,1
7.71408936,194.7382822,27336.96262,7.631357066,63.72293291,322.0729563,347.8292033,10.64178919,3.182582857,1
6.089430846,207.2671327,11339.16605,8.888347449,48.35824968,317.2791232,531.7689878,11.67431809,4.366860919,0
8.026773256,169.333843,19168.52677,8.081496162,68.00393183,405.5273372,350.5773702,15.17753397,3.735983476,0
4.865444268,114.4638998,32858.4831,7.473070208,45.64738763,365.3011352,533.3032206,16.15159981,5.070254359,1
8.247148271,175.9118303,9913.963346,4.974506124,71.43816536,324.4333077,302.200496,11.07051143,3.94196926,0
6.789820821,197.3000144,22527.68121,5.166942295,47.93510493,399.9817546,422.4820289,15.91660513,4.512068205,1
7.602121475,199.3531655,11346.14345,6.900379647,62.84667263,304.9664881,210.319182,17.92578239,3.698874769,0
6.660461917,229.3393324,9632.730976,11.29939021,40.09669635,326.1570433,439.1213011,21.1579914,3.673135983,0
7.842979001,200.8296742,16827.19287,9.888402991,46.66240732,,566.3307048,13.7912447,5.109312362,1
6.268953337,185.7066466,24769.51139,6.717666041,69.13921994,318.2279422,534.5408375,13.62886544,4.674495973,0
7.957113516,199.1075048,20425.76649,8.171994841,62.24635787,380.0781732,333.1565382,14.5378502,3.729873301,0
5.620533436,226.9878364,27852.09744,6.521470835,78.43925129,309.2280913,414.0615452,16.93291132,3.439475848,0
3.730128007,230.2994554,16892.89566,6.997171607,47.09550577,323.5204705,456.9057035,10.34214562,4.943032174,0
7.894322783,176.319304,11697.60697,8.19810571,57.28026549,376.7839891,383.0191013,12.67748794,2.865031443,0
7.40265315,182.9993814,19259.19394,7.63237016,83.11874197,295.9313733,339.7373044,10.49460921,6.226580405,1
8.895574458,107.3833271,27622.74627,6.163319674,78.34841499,460.107069,444.9295836,13.99513554,4.754234802,0
,168.0424651,18564.37206,8.562156382,59.70020966,345.2052222,419.1315765,18.4598902,2.962432971,0
7.136102613,186.5827058,19502.53897,8.095426538,73.88561213,305.4300111,355.9372383,15.64512979,2.574191772,1
6.733266883,191.3056274,6193.330562,7.73977103,98.36782478,,424.6668217,20.81134248,3.765693648,1
4.30002934,218.319886,17639.85794,7.527317253,70.05083119,331.8346323,424.2094003,15.00573706,4.586448405,0
7.985406394,200.1346975,17583.08033,6.771728798,66.89074702,296.5698233,377.5842031,10.28928812,4.752451739,0
7.958984292,171.4836247,23625.81389,9.537735147,107.7540426,259.9799662,327.623881,16.11711046,4.698007916,1
5.963479205,223.0316376,24435.64208,6.221292,40.14270489,305.9470125,284.4970261,15.18855694,3.727813323,0
4.99139689,141.6223953,44499.72871,8.260928446,62.89655827,335.5098302,534.7114545,15.35087273,3.92659873,0
9.05238369,120.0217261,22203.48726,9.368339772,64.13242604,285.2335276,372.2752322,14.53844586,4.259719452,1
6.917858355,200.7055053,27651.6091,6.529774496,91.94218052,321.6964552,453.6375097,11.28338664,5.544167317,1
8.989900091,215.0473579,15921.41202,6.297311527,55.06930393,312.9310215,390.4102306,9.89911539,4.613842848,1
,209.1499888,27030.755,6.093750445,81.75785132,350.0603474,407.9106451,11.04694615,3.993125742,1
,170.0992357,39906.19027,6.554996213,40.51417236,,515.386742,13.51607813,4.353238589,0
,205.2336345,21829.27315,6.677057059,56.60867899,331.6746497,338.5677577,15.56665505,2.545631345,0
7.463915951,215.4790683,27150.3954,7.782915308,56.95693886,382.9587368,403.7035016,14.77709169,5.075843604,1
3.551579177,323.124,38969.38899,8.925515312,71.09999884,,514.7629185,10.16030276,3.96599397,1
8.716820334,153.9800345,11734.44886,7.123611323,39.92752082,,447.0280768,12.73604425,3.205128767,1
3.43485576,185.3429615,22690.2444,8.150954368,55.94732217,309.2176507,398.3701305,10.03495025,5.389510246,0
7.184697763,189.7583964,13317.46811,7.83232039,41.69618315,378.6754561,541.3060967,12.49217851,3.904063423,1
3.906567514,152.8188461,17857.71689,7.363060149,75.20134629,324.3828431,342.408791,7.637198277,3.204795726,0
7.890263353,164.7080349,17645.06534,7.14135963,33.27929799,,634.1181328,21.97715822,4.636738763,0
5.872439859,185.403976,14343.42321,9.690213096,64.18372511,333.5645874,409.1135118,14.74123956,3.741067233,0
7.973307535,237.4971525,23517.68101,5.354516205,53.67147849,283.5838343,478.8936157,15.2595975,2.826111941,1
,171.6950224,38971.05101,8.365578508,73.64699561,385.9537304,397.4417128,17.20160787,2.643212412,0
7.879543234,170.1909123,37000.95567,6.217222542,68.91118479,346.0636768,517.5767619,15.87176979,4.066229364,0
4.902158989,214.6437558,28278.78928,9.915647165,61.59103601,337.137553,375.0363685,15.5031442,3.499048523,0
6.760790523,192.1426205,19089.94856,4.36452141,,345.0188972,457.5548272,13.27252598,4.905490433,0
5.648628538,167.0300972,14547.88548,7.735347786,75.28868753,,347.7923206,10.68976878,5.370004183,0
6.14301848,147.4719727,34865.32463,3.684462664,54.19852017,285.4551018,475.4452677,20.93935933,5.37040341,1
,198.6549758,20063.49033,9.539983929,43.14199975,344.6185348,412.9792013,9.767080689,4.565423282,0
7.899451562,210.7341239,15896.36594,6.907202816,124,319.8869566,448.6664233,18.16992114,2.853767349,1
8.189213851,156.3284648,18432.47652,12.2463941,79.76584121,370.1213847,288.3514711,11.87189981,3.709508878,1
,142.1455656,45141.68604,6.03063996,70.16838922,240.1985048,369.280429,20.60555207,4.604724796,1
4.032060534,200.0679728,14720.54483,6.482678612,77.2939405,,519.2133704,16.60077716,4.814235096,0
10.2684305,218.2166825,13753.99337,7.512608141,84.68266023,334.1780747,341.6022087,15.67156353,4.304689262,1
7.322828417,230.3429008,24682.12455,7.425580497,50.6601455,323.8327374,349.3132127,9.497937073,3.981968832,1
7.248991198,184.0710337,33123.44298,7.186173311,68.84754399,322.3656611,345.3565757,15.16413394,4.255979651,0
7.443189014,193.1247989,13551.95334,4.313264846,72.07558551,,430.4872957,19.39632945,2.664832796,1
4.95141352,153.2121498,20117.35906,8.985571803,68.38761309,391.0690454,418.3301951,11.83169084,3.870681285,1
5.36754649,175.4328194,29009.01082,6.481443721,67.2862078,,463.4784249,19.37023363,4.267189591,0
6.628427347,215.2455321,18059.33085,6.931786686,77.94082203,,374.4550618,11.6210743,3.405278618,1
9.13569426,194.8156184,9496.910354,6.18592512,74.42416646,345.7142058,562.7714671,13.67643542,3.281802196,0
7.261550522,179.8897882,24964.7777,5.837086493,50.99300645,349.2692713,501.1827807,17.28771328,3.636364183,0
,164.9090723,32768.22797,6.309685173,59.72817293,285.5609833,527.198675,15.84330317,3.499453074,1
6.709336439,226.4275859,8238.290038,7.692413006,51.87520737,289.9213805,284.7744589,11.86848044,4.074387228,0
8.064170137,209.8393334,8712.002588,8.591510126,106.243066,355.4437211,338.8481579,18.72131157,3.246077223,0
6.11602398,158.7289014,22481.02732,8.467065245,,,458.9929359,15.49528414,3.984308829,1
5.869736755,207.7254552,22244.21824,6.59776434,77.82273707,352.563987,465.6164808,14.83810023,4.689315048,0
7.22168944,203.0690286,13703.22038,7.823612289,80.05887717,352.1245675,412.3204898,16.12574125,3.160818481,1
8.076126298,132.6703047,10816.27337,9.513269116,72.63830295,314.9704947,479.7589235,14.685851,4.291355258,1
,233.8589957,11703.92391,4.599387943,42.67746528,309.0393204,349.3996325,18.33889255,3.510004045,0
5.70110097,170.4963111,17121.50592,9.536011426,63.29329628,374.7758756,378.8738546,10.97215006,5.956753498,0
6.124847329,151.6913578,15092.01764,6.610787895,69.167847,382.3189607,388.1375309,16.62195941,4.211967654,0
,204.6690467,12874.44464,5.07116445,64.84674857,324.7012926,402.6192862,16.64247971,4.058942266,1
6.128425635,141.4924095,9615.83271,7.62791913,50.69392671,277.9517037,415.0087369,16.43584291,4.633823862,0
,231.1598241,12856.72862,6.977018583,80.95645792,344.4477373,392.5169018,13.21722269,3.30829418,1
6.78538406,216.6470682,13098.85829,5.565529496,65.61470498,,343.9724054,15.23864173,4.677920641,1
7.202534416,207.8281164,11889.25063,8.015743173,62.03773024,,369.0443258,10.37184324,5.702504528,1
11.06945629,256.2019803,43536.02087,4.047620471,55.73299125,,433.4760113,12.42739492,4.880512381,0
6.479092567,180.9586672,28165.87256,7.160084004,,371.4054069,370.2898377,16.94256578,3.089597302,0
,190.9292558,20661.41106,10.17548378,60.02352277,299.3455763,471.0626399,9.225985273,4.969149725,0
9.107330383,202.5147114,24678.32929,5.57590637,46.93525183,334.7173347,467.1107616,12.93732874,4.492139949,1
5.519125656,168.728583,12531.60192,7.730722948,,,443.5703721,18.0990781,3.75899586,0
6.908272154,211.1055511,19224.98628,6.379970101,71.92098789,307.1022062,323.8854537,21.2084766,5.405567223,1
5.702925977,216.8504739,35606.44018,7.184351089,77.53618352,,504.6382604,16.14079002,4.137739016,0
9.515140615,199.0813173,9082.816175,5.976549511,55.77068996,367.2307922,501.4468337,12.87712332,3.812887661,0
5.05074838,191.7222061,18252.07599,8.11811515,91.85193802,284.2150724,373.7412285,18.04543229,3.930290663,0
4.700392724,195.3528073,35216.53427,7.91908316,64.72133077,335.2793762,539.4646482,9.852784882,3.481943696,0
,204.3847939,32951.31637,5.995276838,71.19049628,324.5051897,339.6418823,4.473092264,4.905229739,0
6.751668627,176.7931521,32040.50567,7.931912958,47.5323955,,467.1483719,11.21490774,3.735173416,1
6.492638846,172.8639603,14625.56136,7.7365695,56.94972417,349.4040572,652.5375916,10.21205821,4.667770161,0
5.77119905,155.0508931,24909.44401,6.53126127,85.68830345,297.0093194,313.7019343,11.704789,4.688959065,0
4.473882085,120.1019079,30013.70075,6.369370882,100.2322952,,433.7443917,8.510882717,4.893656691,0
,220.8137025,21410.31962,6.324879789,86.9901344,335.8458627,382.197839,9.500295529,3.659974812,0
6.641500687,198.8844095,27867.48676,7.327729345,81.55111393,318.4083972,573.7237623,13.19171963,4.694311216,0
9.597191857,167.088976,21153.32283,7.944469309,50.64244747,346.0750158,335.1976082,14.34767609,5.145152871,1
6.603416523,190.837308,19468.7901,6.375631988,83.55932648,380.7319011,456.3154604,5.934588321,4.270816604,1
5.088213197,159.9626123,39125.2092,6.055622508,68.68869382,375.619186,400.1553243,20.18959951,2.600618679,0
4.921093903,162.3005936,14126.59053,6.406814395,65.70448052,357.8159294,337.7730515,21.23789913,3.285186851,1
8.176079615,201.5537008,21856.98863,5.241047394,61.65474396,320.2601195,464.8033302,15.6276407,4.112322458,0
8.408766231,210.7954061,27662.3971,6.634210113,67.06182356,291.6876535,555.580978,12.34483405,2.372791477,0
6.758851697,218.153477,22540.77517,7.196435143,53.81543482,304.6805992,382.5026998,18.8387354,3.639971876,1
8.951652135,205.8923464,15189.32782,3.016032603,65.63932808,283.867695,406.3091866,19.12582536,1.844371604,1
6.099646705,237.9199268,20416.841,8.457830699,93.13800948,,291.1048366,19.27005426,3.172789769,0
6.862936026,220.1478891,23580.65729,6.611543403,89.41293484,285.192181,325.721747,13.47275776,3.806093256,0
5.33418358,224.7879362,28897.49153,6.048524614,67.15475113,,360.1791773,12.24734356,5.091357101,1
6.775582812,218.4149289,17968.88278,8.254114831,57.24411099,,358.7176769,10.52016145,4.333636278,1
,192.9703798,11125.44354,4.954923177,79.26457469,324.7581837,332.956298,15.16457414,4.699120987,0
,247.6615733,19549.49934,8.76967029,64.94900818,,438.8657751,16.62465362,3.777737414,0
,240.1345719,38097.3298,5.400497252,72.77101719,,359.5763336,13.51488652,3.212492693,0
6.347020018,97.2809086,19743.14842,3.40268159,86.55416824,305.4312362,502.9190132,15.09409115,4.526350939,1
8.787667941,232.4626372,7035.133797,9.306448972,,,415.6248817,12.05141657,3.489945595,1
,233.9931719,27197.30244,7.297452504,58.52466718,301.8487861,490.7661906,16.02278023,3.19834386,0
6.857493758,233.210575,22603.64945,6.627059043,62.55789982,368.1057831,412.4346769,16.9261748,4.306581068,1
7.183095932,200.368159,13501.67797,7.982096708,71.5368343,358.3318489,617.5409065,11.17654813,3.806539439,0
8.143483376,182.4324572,10673.58267,6.607835039,77.76933408,,427.5452192,13.71933088,2.572830423,0
7.58194468,193.2864626,21675.68287,9.82149852,92.60908364,381.930744,414.8109854,16.10916917,4.833345774,1
,208.177464,17264.84092,3.296157321,68.30059035,387.0708235,631.3042163,8.404570009,3.912148351,0
3.71517136,199.0833926,15900.79715,8.56119828,,291.104167,371.847136,11.97357723,2.35333814,0
5.477912295,211.3988439,27361.65907,5.810456913,,340.6238055,358.04413,16.62938444,3.774256121,1
6.453605209,175.4793397,25257.64929,7.626529611,,263.4012584,376.5248871,15.75540204,5.56826494,0
6.903074331,206.9225044,17947.98811,7.048017331,58.17625506,,601.9852229,11.77510971,4.473887011,1
6.071183422,138.2239834,14852.53068,8.093540888,100.4409399,,389.3028092,17.02353149,5.036334154,0
9.868877881,214.1662353,15326.85591,3.35159782,70.0705141,297.0841735,424.2928308,19.18844138,3.355489791,0
,263.8576754,16670.99601,7.758237007,77.81069949,,427.8114563,17.15196898,4.304051632,1
6.704431913,148.8421293,13329.03225,7.118465403,70.34610229,,403.4209957,20.79437133,3.395331743,0
5.303764337,231.0187838,6675.682245,6.100064295,77.66802027,388.8020448,465.8305394,14.53124525,4.024520851,1
7.203438849,168.4453579,22826.4847,6.283249716,64.50592258,271.8920447,437.3708632,16.41065407,6.389161009,1
7.444914015,203.0687456,25489.07503,8.175744202,74.41286716,413.5603781,405.4206121,13.2831001,2.571391506,1
3.445061864,207.9262602,33424.76868,8.782147481,30.2845972,384.0070058,441.7858757,13.80590221,4.184396969,0
8.352635176,134.7505122,33662.38905,4.439791251,55.58681501,,397.1149717,14.42088194,3.939011353,1
9.652562935,205.2060586,8508.15373,4.945416599,53.89803657,386.5411847,392.7674528,12.44653913,3.192569799,0
11.4497393,186.6526477,12355.34411,7.065576303,77.15217275,321.8315126,503.96411,16.28237127,5.166903483,0
5.946160789,190.5515721,12767.65623,8.93974815,54.09558139,323.7428268,499.9375021,12.41542979,4.903632079,0
,142.2774127,21208.61829,9.502685366,58.96290239,,429.6901557,16.2927178,2.601517589,1
7.399724708,258.0199471,18535.04645,5.497159163,73.00849576,339.8389768,354.6673118,14.97900007,3.79512408,0
8.433443104,224.856089,12833.46124,6.179495871,72.91730528,327.5332765,411.8499495,17.40042588,3.824734138,1
8.86211271,131.6351765,17433.60185,7.639572887,53.59410352,340.1331653,399.4628436,16.71220632,4.955081793,1
7.340170884,210.1188126,12810.42316,8.86729383,73.51332057,309.6615775,412.7065583,12.38922918,3.919139533,1
4.533399114,169.7352225,30301.85667,7.074906687,70.2933387,413.1021983,385.6561233,17.06049096,3.188640742,1
,158.6952089,8721.231885,8.104497502,74.88567577,425.7103307,471.0735367,15.35394973,3.392134168,1
5.489248055,134.5602761,15979.33479,9.504361027,57.78086932,366.2144279,418.6420628,12.89763545,3.987012091,0
5.859822104,287.9755402,3640.73432,4.072626263,49.15529051,391.6973848,447.1218613,6.36317483,3.426634075,1
,216.6756187,17870.31525,6.613386703,83.27273575,338.4159388,438.1321035,15.44149005,2.604959925,0
6.912607562,155.7404952,17973.17886,4.916302562,55.50746847,275.9082279,439.6480512,18.38071193,2.612248953,0
,166.6966948,14807.41355,6.801860754,77.55032727,269.7075858,536.3369828,13.83929651,3.434798595,0
,209.8660948,20116.9111,6.941061732,51.15966921,370.3836939,338.9571983,11.34256197,3.619545637,1
8.41860665,191.8670896,29313.78335,5.605863656,96.12519834,306.3253635,546.7909944,13.13395934,3.44284782,1
,158.7629592,26210.11601,4.088762947,85.3380533,,354.8470533,16.00671093,5.010163393,1
4.563370643,152.9075606,13490.60815,7.499916848,69.01623971,338.5849212,524.1080236,14.14398937,4.825179226,0
